0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,0.0
33.15,0,0,0,0
31.85,0,0,0,0
34.6,0,0,0,0
0,21.35,0,0,0
0,0,0,0,0
0,0,0,0,22.1
0,21.4,0,0,0
0,0,0,30.35,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,21.65,0,0,0
0,23.65,0,0,0
0,0,0,0,0
0,0,0,0,26.6
0,0,0,0,0
0,25.6,0,0,0
27.9,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,23.1,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
23.15,0,0,0,0
0,0,0,0,24.05
0,0,26.95,0,0
0,0,0,0,25.4
0,0,27.65,0,0
0,21.45,0,0,0
0,22.3,0,0,0
27.4,0,0,0,0
0,22.8,0,0,0
0,21.65,0,0,0
0,22.3,0,0,0
0,23.65,0,0,0
0,0,27.45,0,0
0,23.55,0,0,0
0,22.75,0,0,0
0,22.05,0,0,0
0,22.25,0,0,0
0,21.2,0,0,0
0,0,24.35,0,0
0,0,25.65,0,0
27.35,0,0,0,0
0,21.9,0,0,0
0,22.45,0,0,0
0,21.7,0,0,0
33.8,0,0,0,0
0,22.6,0,0,0
0,0,0,0,0
0,0,25.65,0,0
29.95,0,0,0,0
0,22.15,0,0,0
0,0,0,0,0
0,24.5,0,0,0
0,0,27.75,0,0
29.35,0,0,0,0
0,25.3,0,0,0
0,25.5,0,0,0
35.0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
29.2,23.45,0,0,0
26.15,0,0,0,0
0,0,23.65,0,0
0,0,0,0,21.25
0,0,0,24.7,0
0,25.0,0,0,0
0,25.1,0,0,0
0,24.9,0,0,0
25.9,0,0,0,0
0,25.8,0,0,0
0,25.85,0,0,0
0,25.65,0,0,0
0,25.9,0,0,0
0,25.7,0,0,0
0,25.25,0,0,0
0,24.8,0,0,0
0,23.8,0,0,0
0,27.45,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,23.2
0,0,28.7,0,0
0,27.35,0,0,0
0,27.45,0,0,0
0,0,28.25,0,0
0,27.25,0,0,0
0,27.4,0,0,0
0,0,0,0,0
28.3,0,0,0,0
0,27.25,0,0,0
0,0,0,0,0
0,26.15,0,0,0
0,0,0,0,31.7
0,0,0,0,22.45
0,0,26.8,0,0
0,0,0,0,0
0,26.05,0,0,0
0,25.55,0,0,0
0,0,25.4,0,0
0,0,0,0,0
0,0,0,0,0
0,26.45,0,0,0
0,27.25,0,0,0
0,26.55,0,0,0
25.9,0,0,0,0
0,0,0,0,0
0,27.85,0,0,0
0,0,0,32.7,0
0,0,0,0,0
0,0,0,28.15,0
0,0,0,0,0
0,0,24.95,0,0
0,0,0,28.05,0
0,0,0,25.35,0
0,26.05,0,0,0
31.5,25.4,0,0,0
0,23.95,0,0,0
0,26.6,0,0,0
0,0,0,0,23.8
0,0,0,0,27.25
0,0,0,0,0
0,25.75,0,0,0
0,25.35,0,0,0
0,23.55,0,0,0
0,23.4,0,0,0
0,23.35,0,0,0
0,25.3,0,0,0
0,26.85,0,0,0
0,0,0,0,0
0,23.1,0,26.05,0
24.35,0,0,0,0
29.35,0,0,0,0
0,0,0,0,0
24.4,0,0,0,0
0,0,0,0,0
0,0,28.45,0,0
0,0,28.15,0,0
0,0,0,0,27.5
0,0,0,24.2,0
0,0,0,0,0
0,25.55,0,0,0
0,0,0,27.3,0
0,0,0,0,0
0,0,27.8,0,0
0,25.8,0,0,0
0,26.45,0,0,0
0,26.95,0,0,0
0,26.95,0,0,0
0,26.35,0,0,0
0,25.2,0,0,0
0,25.4,0,0,0
0,26.8,0,0,0
25.2,0,0,0,0
23.9,0,0,0,0
0,0,0,0,28.9
0,0,0,0,0
0,24.95,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,28.6,0,0
25.75,0,0,0,0
0,25.8,0,0,0
0,25.75,0,0,0
0,0,0,0,0
0,24.0,0,0,0
0,23.9,0,0,0
0,25.55,0,0,0
0,26.55,0,0,0
0,24.7,0,0,0
30.55,24.5,0,0,0
0,0,0,0,0
0,23.9,0,0,0
0,0,27.2,0,0
21.1,0,0,0,0
0,0,0,0,0
0,21.5,0,0,0
0,21.95,0,0,0
0,21.05,0,0,0
0,0,0,0,0
0,0,26.3,0,0
0,23.9,0,0,0
29.55,0,0,0,0
0,0,0,0,26.75
0,24.65,0,0,0
0,22.9,0,0,0
0,21.95,0,0,0
0,0,25.65,0,0
0,0,27.05,0,0
0,0,0,0,0
0,0,0,0,0
0,24.5,0,0,0
28.55,0,0,0,0
29.95,0,0,0,0
0,25.05,0,0,0
0,0,0,0,0
0,0,0,0,0
32.6,0,0,0,0
0,23.25,0,0,0
0,0,24.25,0,0
0,0,0,0,25.0
0,0,23.65,0,0
0,23.7,0,0,0
0,0,0,0,0
0,0,0,0,0
0,20.1,0,0,0
0,0,23.6,0,0
0,0,24.85,0,0
0,23.2,0,0,0
31.25,0,0,0,0
0,0,0,0,0
21.2,0,0,0,0
0,0,21.3,0,0
0,0,21.1,0,0
0,22.15,0,0,0
27.9,0,0,0,0
0,23.2,0,0,0
0,22.6,0,0,0
29.55,0,0,0,0
28.2,0,0,0,0
0,0,0,0,25.05
0,21.05,0,0,0
0,20.15,0,0,0
0,0,0,0,0
0,19.45,0,0,0
0,0,0,0,0
0,20.55,0,0,0
0,21.7,0,0,0
0,22.05,0,0,0
0,23.15,0,0,0
0,0,21.3,0,0
18.95,0,0,0,0
0,0,0,0,18.0
0,0,0,0,0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,0
0,0,0,24.0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
31.75,0,0,0,0
22.85,0,0,0,0
15.65,0,0,0,0
0,0,20.5,0,0
25.2,0,0,0,0
26.35,0,0,0,0
25.35,0,0,0,0
0,0,0,0,0
0,25.5,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
31.7,0,0,0,0
0,0,0,0,27.55
0,0,0,0,0
12.25,0,0,0,0
16.55,0,0,0,0
16.1,0,0,0,0
0,0,0,0,27.6
0,0,0,0,0
0,0,0,0,18.9
0,0,0,0,0
0,16.95,0,0,0
16.8,0,0,0,0
0,0,0,0,19.0
14.9,0,0,0,0
0,0,22.35,0,0
0,0,0,0,0
0,17.65,0,0,0
16.65,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
14.15,0,0,0,0
0,17.05,0,0,0
27.8,0,0,0,0
28.3,0,0,0,0
0,0.0,0,0,0
0,0.0,0,0,0
0,0.0,0,0,0
29.1,20.8,0,0,0
25.9,0,0,0,0
0,0,0,0,24.8
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,15.9
0,0,0,0,0
0,17.7,0,0,0
0,0,0,0,0
0,19.0,0,0,0
26.3,0,0,0,0
0,19.3,0,0,0
0,20.05,0,0,0
26.7,0,0,0,0
0,20.45,0,0,0
0,0,0,0,0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,17.7,0,0,0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,0,0,0,0.0
0,20.1,0,0,0
29.1,0,0,0,0
0,18.75,0,0,0
14.25,0,0,0,0
16.5,0,0,0,0
25.9,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,22.8,0
0,0,0,0,0
0,0,0,0,22.35
0,0,0,0,23.2
0,0,0,0,0
0,20.9,0,0,0
0,23.1,0,29.3,0
0,23.75,0,0,0
0,0,0,0,0
0,0,18.95,0,0
17.85,0,0,0,0
0,0,0,0,23.55
0,21.0,0,0,0
0,0,0,28.8,0
15.6,0,0,0,0
0,0,0,0,16.0
0,0,0,0,0
23.75,0,0,0,0
0,21.9,0,0,0
0,21.85,0,0,0
0,21.25,0,0,0
22.85,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,21.3,0,0,0
0,21.3,0,0,0
